Date,Close_Price,ShortTermMomentum,LongTermMomentum,Hurst,RSI,Position,Signal
2015-10-16 00:00:00-04:00,28.538000106811523,1.5480003356933594,1.5944995880126953,0.7032412500852036,80.08053981888786,1.0,
2015-10-19 00:00:00-04:00,28.657499313354492,1.1479988098144531,1.6444988250732422,0.7050945281073732,81.36254790966623,1.0,0.0
2015-10-20 00:00:00-04:00,28.04400062561035,0.5990009307861328,0.6245002746582031,0.7069190561949608,57.5805770132415,1.0,0.0
2015-10-21 00:00:00-04:00,27.78849983215332,0.5469989776611328,0.868499755859375,0.7248635222344395,49.97602490024515,1.0,0.0
2015-10-22 00:00:00-04:00,28.195499420166016,0.07349967956542969,1.3920001983642578,0.7390912790882977,60.391854492292225,1.0,0.0
2015-10-23 00:00:00-04:00,29.951499938964844,1.4134998321533203,3.2639999389648438,0.7534218670307649,81.34278158451238,1.0,0.0
2015-10-26 00:00:00-04:00,30.430500030517578,1.773000717163086,4.218000411987305,0.7442585593407881,84.1936173446502,1.0,0.0
2015-10-27 00:00:00-04:00,30.550500869750977,2.506500244140625,5.347501754760742,0.7348366988544799,84.91541801612297,1.0,0.0
2015-10-28 00:00:00-04:00,30.854999542236328,3.066499710083008,6.05150032043457,0.7318599398403206,86.823879814318,1.0,0.0
2015-10-29 00:00:00-04:00,31.327499389648438,3.131999969482422,5.732999801635742,0.7275437018108964,89.42017926954989,1.0,0.0
2015-10-30 00:00:00-04:00,31.295000076293945,1.3435001373291016,5.259000778198242,0.7409905090476512,87.93051170787932,1.0,0.0
2015-11-02 00:00:00-05:00,31.417499542236328,0.98699951171875,4.790498733520508,0.739863889515687,88.80891891447678,1.0,0.0
2015-11-03 00:00:00-05:00,31.265499114990234,0.7149982452392578,4.081499099731445,0.7356749571413895,79.80078521461533,1.0,0.0
2015-11-04 00:00:00-05:00,32.04750061035156,1.1925010681152344,5.173500061035156,0.7426423279239984,87.77513298017686,1.0,0.0
2015-11-05 00:00:00-05:00,32.782501220703125,1.4550018310546875,5.6855010986328125,0.7465519553295847,91.64866236932109,1.0,0.0
2015-11-06 00:00:00-05:00,32.96849822998047,1.6734981536865234,6.310497283935547,0.7428104660822428,92.40945125544032,1.0,0.0
2015-11-09 00:00:00-05:00,32.77450180053711,1.3570022583007812,5.784502029418945,0.7249803512156523,82.59916735076548,1.0,0.0
2015-11-10 00:00:00-05:00,32.98400115966797,1.7185020446777344,5.47450065612793,0.711952101868441,84.78024804720616,1.0,0.0
2015-11-11 00:00:00-05:00,33.662498474121094,1.6149978637695312,6.217498779296875,0.7119519921361945,89.90351789290763,1.0,0.0
2015-11-12 00:00:00-05:00,33.279998779296875,0.49749755859375,6.0384979248046875,0.6689489786181502,72.6663479442312,1.0,0.0
2015-11-13 00:00:00-05:00,32.11750030517578,-0.8509979248046875,3.9955005645751953,0.6634768291024581,42.042933985252745,1.0,0.0
2015-11-16 00:00:00-05:00,32.390499114990234,-0.384002685546875,3.852499008178711,0.6602773657945943,48.42338634926297,1.0,0.0
