Date,Close_Price,ShortTermMomentum,LongTermMomentum,Hurst,RSI,Position,Signal
2015-10-16 00:00:00-04:00,97.4366226196289,4.295448303222656,3.1966171264648438,0.5065370583108046,85.09617126104673,1.0,
2015-10-19 00:00:00-04:00,98.36563110351562,4.205535888671875,4.065681457519531,0.507649293553691,87.75371403705829,1.0,0.0
2015-10-20 00:00:00-04:00,96.8971939086914,2.8769454956054688,1.4484634399414062,0.5206480291531154,64.89159153557154,1.0,0.0
2015-10-21 00:00:00-04:00,97.00707244873047,3.036773681640625,4.145599365234375,0.5132294299890727,65.72675931088189,1.0,0.0
2015-10-22 00:00:00-04:00,99.56436157226562,3.7060699462890625,5.6939544677734375,0.5227124331524728,79.74458578169912,1.0,0.0
2015-10-23 00:00:00-04:00,102.08169555664062,4.645072937011719,7.771759033203125,0.5229154242634105,86.52571747034838,1.0,0.0
2015-10-26 00:00:00-04:00,103.6600112915039,5.294380187988281,10.98834228515625,0.528792547393029,89.32625262999427,1.0,0.0
2015-10-27 00:00:00-04:00,103.590087890625,6.692893981933594,14.474639892578125,0.5343443013127501,88.30980970157889,1.0,0.0
2015-10-28 00:00:00-04:00,104.08955383300781,7.082481384277344,17.51141357421875,0.5260600744221272,89.38799787060579,1.0,0.0
2015-10-29 00:00:00-04:00,104.76883697509766,5.204475402832031,14.964118957519531,0.5266403165845139,90.82636402021805,1.0,0.0
2015-10-30 00:00:00-04:00,101.86192321777344,-0.2197723388671875,11.008323669433594,0.5355992546957088,52.65166822644741,1.0,0.0
2015-11-02 00:00:00-05:00,103.20050048828125,-0.45951080322265625,11.22808837890625,0.532897727478684,61.87511952553225,1.0,0.0
2015-11-03 00:00:00-05:00,102.47127532958984,-1.1188125610351562,8.5609130859375,0.5553757457230761,54.628488167674746,1.0,0.0
2015-11-04 00:00:00-05:00,103.829833984375,-0.2597198486328125,11.128189086914062,0.5508389752031132,64.35127708329426,1.0,0.0
2015-11-05 00:00:00-05:00,108.64472961425781,3.8758926391601562,16.34265899658203,0.5680770537483772,81.71250265106765,1.0,0.0
2015-11-06 00:00:00-05:00,106.98648071289062,5.1245574951171875,14.614486694335938,0.55546640991377,67.55014540315378,1.0,0.0
2015-11-09 00:00:00-05:00,106.37712860107422,3.1766281127929688,13.235954284667969,0.5389438952608183,62.56894004618426,1.0,0.0
2015-11-10 00:00:00-05:00,107.7956314086914,5.3243560791015625,13.635536193847656,0.5408468517422247,69.18177485564499,1.0,0.0
2015-11-11 00:00:00-05:00,108.89446258544922,5.064628601074219,14.874214172363281,0.5338894683310694,73.68363709973059,1.0,0.0
2015-11-12 00:00:00-05:00,107.90550994873047,-0.7392196655273438,13.935211181640625,0.5325438986274973,63.2836946300501,1.0,0.0
2015-11-13 00:00:00-05:00,103.8398208618164,-3.1466598510742188,7.981529235839844,0.5340381099953093,36.679434072824186,1.0,0.0
2015-11-16 00:00:00-05:00,103.92973327636719,-2.4473953247070312,6.493110656738281,0.5305885673951686,37.406848142232164,1.0,0.0
2015-11-17 00:00:00-05:00,105.01856994628906,-2.7770614624023438,6.6529388427734375,0.5453870385059841,46.679140953312604,1.0,0.0
2015-11-18 00:00:00-05:00,107.65576934814453,-1.2386932373046875,10.758575439453125,0.555467990058587,63.18860134691798,1.0,0.0
