Date,Close_Price,ShortTermMomentum,LongTermMomentum,Hurst,RSI,Position,Signal
2015-10-16 00:00:00-04:00,98.98999786376953,-14.340003967285156,-5.220001220703125,0.6400541245444121,22.348634668969325,-1.0,
2015-10-19 00:00:00-04:00,101.69000244140625,-11.759994506835938,-0.9300003051757812,0.6346093858150382,35.583088769073925,-1.0,0.0
2015-10-20 00:00:00-04:00,98.98999786376953,-10.740005493164062,-1.3100051879882812,0.6277238949733052,29.333744457061528,-1.0,0.0
2015-10-21 00:00:00-04:00,97.95999908447266,-12.270004272460938,-0.5100021362304688,0.6351506322330205,27.066948987419707,-1.0,0.0
2015-10-22 00:00:00-04:00,97.31999969482422,-3.7699966430664062,-0.75,0.6200007163378138,25.534370083716368,-1.0,0.0
2015-10-23 00:00:00-04:00,100.04000091552734,1.0500030517578125,-3.720001220703125,0.6307517133226346,42.7541348378249,1.0,2.0
2015-10-26 00:00:00-04:00,103.04000091552734,1.3499984741210938,0.8000030517578125,0.6467667065540648,56.59282624698575,1.0,0.0
2015-10-27 00:00:00-04:00,103.06999969482422,4.0800018310546875,3.5999984741210938,0.660297299226276,56.72359212921897,1.0,0.0
2015-10-28 00:00:00-04:00,105.80000305175781,7.840003967285156,7.450004577636719,0.6579205921772804,67.7688971879931,1.0,0.0
2015-10-29 00:00:00-04:00,105.12000274658203,7.8000030517578125,1.8600006103515625,0.6513188462445909,62.780008441880554,1.0,0.0
2015-10-30 00:00:00-04:00,108.37999725341797,8.339996337890625,2.399993896484375,0.6371100744225567,74.17349807491897,1.0,0.0
2015-11-02 00:00:00-05:00,107.63999938964844,4.599998474121094,1.529998779296875,0.6154888233671268,68.2458759000373,1.0,0.0
2015-11-03 00:00:00-05:00,109.73999786376953,6.6699981689453125,-1.5100021362304688,0.5691846079849641,75.25945301200369,-1.0,-2.0
2015-11-04 00:00:00-05:00,114.05000305175781,8.25,5.720001220703125,0.5676572660546684,84.20790632741776,1.0,2.0
